index,id,group_id,phase_id,block_id,trial,choose_model,choose_speed,time,good_trial
1,s101,1,1,1,1,3,3,16.852,1
2,s101,1,1,1,2,,,,0
3,s101,1,1,1,3,3,3,15.991,1
4,s101,1,1,1,4,3,3,13.161,1
5,s101,1,1,1,5,3,3,14.775,1
6,s101,1,2,1,1,1,0,15.465,1
7,s101,1,2,1,2,1,1,12.835,1
8,s101,1,2,1,3,1,0,11.735,1
9,s101,1,2,1,4,0,3,10.727,1
10,s101,1,2,1,5,1,1,13.324,1
11,s101,1,2,2,6,1,0,15.167,1
12,s101,1,2,2,7,0,3,10.878,1
13,s101,1,2,2,8,0,3,11.694,1
14,s101,1,2,2,9,1,1,11.611,1
15,s101,1,2,2,10,0,3,10.341,1
16,s101,1,2,3,11,1,0,12.234,1
17,s101,1,2,3,12,0,3,12.07,1
18,s101,1,2,3,13,1,1,10.508,1
19,s101,1,2,3,14,0,3,8.827,1
20,s101,1,2,3,15,0,3,9.704,1
21,s101,1,2,4,16,1,0,10.919,1
22,s101,1,2,4,17,0,3,10.875,1
23,s101,1,2,4,18,1,1,8.411,1
24,s101,1,2,4,19,0,3,7.973,1
25,s101,1,2,4,20,0,3,8.512,1
26,s101,1,2,5,21,1,0,8.846,1
27,s101,1,2,5,22,0,3,9.8,1
28,s101,1,2,5,23,1,1,8.148,1
29,s101,1,2,5,24,0,3,8.658,1
30,s101,1,2,5,25,0,3,10.098,1
31,s101,1,3,1,1,,,,0
32,s101,1,3,1,2,3,3,10.789,1
33,s101,1,3,1,3,3,3,14.256,1
34,s101,1,3,1,4,3,3,11.489,1
35,s101,1,3,1,5,3,3,10.71,1
36,s102,1,1,1,1,3,3,18.01,1
37,s102,1,1,1,2,3,3,13.974,1
38,s102,1,1,1,3,3,3,14.003,1
39,s102,1,1,1,4,3,3,11.581,1
40,s102,1,1,1,5,3,3,11.353,1
41,s102,1,2,1,1,1,0,10.627,1
42,s102,1,2,1,2,1,0,10.769,1
43,s102,1,2,1,3,0,3,10.414,1
44,s102,1,2,1,4,0,3,12.637,1
45,s102,1,2,1,5,0,3,10.903,1
46,s102,1,2,2,6,1,0,9.08,1
47,s102,1,2,2,7,0,3,10.091,1
48,s102,1,2,2,8,0,3,10.214,1
49,s102,1,2,2,9,0,3,10.595,1
50,s102,1,2,2,10,0,3,10.233,1
51,s102,1,2,3,11,0,3,12.337,1
52,s102,1,2,3,12,0,3,8.234,1
53,s102,1,2,3,13,0,3,8.295,1
54,s102,1,2,3,14,0,3,9.527,1
55,s102,1,2,3,15,0,3,9.766,1
56,s102,1,2,4,16,1,0,11.265,1
57,s102,1,2,4,17,0,3,8.102,1
58,s102,1,2,4,18,0,3,7.86,1
59,s102,1,2,4,19,0,3,11.884,1
60,s102,1,2,4,20,0,3,8.962,1
61,s102,1,2,5,21,0,3,8.298,1
62,s102,1,2,5,22,0,3,7.827,1
63,s102,1,2,5,23,0,3,13.268,1
64,s102,1,2,5,24,1,1,8.749,1
65,s102,1,2,5,25,0,3,10.547,1
66,s102,1,3,1,1,3,3,8.582,1
67,s102,1,3,1,2,3,3,8.736,1
68,s102,1,3,1,3,3,3,10.558,1
69,s102,1,3,1,4,3,3,8.608,1
70,s102,1,3,1,5,3,3,10.787,1
71,s103,1,1,1,1,3,3,18.352,1
72,s103,1,1,1,2,3,3,14.252,1
73,s103,1,1,1,3,3,3,14.227,1
74,s103,1,1,1,4,3,3,14.098,1
75,s103,1,1,1,5,3,3,15.004,1
76,s103,1,2,1,1,0,3,13.806,1
77,s103,1,2,1,2,0,3,12.475,1
78,s103,1,2,1,3,0,3,11.482,1
79,s103,1,2,1,4,0,3,11.46,1
80,s103,1,2,1,5,0,3,10.558,1
81,s103,1,2,2,6,0,3,10.047,1
82,s103,1,2,2,7,0,3,10.146,1
83,s103,1,2,2,8,0,3,9.541,1
84,s103,1,2,2,9,0,3,9.544,1
85,s103,1,2,2,10,0,3,9.797,1
86,s103,1,2,3,11,0,3,8.916,1
87,s103,1,2,3,12,0,3,9.788,1
88,s103,1,2,3,13,1,1,15.057,1
89,s103,1,2,3,14,0,3,11.916,1
90,s103,1,2,3,15,0,3,12.606,1
91,s103,1,2,4,16,0,3,9.816,1
92,s103,1,2,4,17,0,3,8.964,1
93,s103,1,2,4,18,0,3,9.166,1
94,s103,1,2,4,19,0,3,8.963,1
95,s103,1,2,4,20,0,3,8.312,1
96,s103,1,2,5,21,0,3,8.417,1
97,s103,1,2,5,22,0,3,10.813,1
98,s103,1,2,5,23,0,3,11.405,1
99,s103,1,2,5,24,0,3,9.246,1
100,s103,1,2,5,25,0,3,8.175,1
101,s103,1,3,1,1,3,3,10.921,1
102,s103,1,3,1,2,3,3,9.328,1
103,s103,1,3,1,3,3,3,8.851,1
104,s103,1,3,1,4,3,3,10.174,1
105,s103,1,3,1,5,3,3,10.3,1
106,s104,1,1,1,1,3,3,18.264,1
107,s104,1,1,1,2,3,3,14.678,1
108,s104,1,1,1,3,3,3,11.226,1
109,s104,1,1,1,4,3,3,12.056,1
110,s104,1,1,1,5,3,3,11.775,1
111,s104,1,2,1,1,1,0,10.805,1
112,s104,1,2,1,2,1,0,12.061,1
113,s104,1,2,1,3,1,1,10.509,1
114,s104,1,2,1,4,0,3,11.063,1
115,s104,1,2,1,5,0,3,16.365,1
116,s104,1,2,2,6,1,0,9.35,1
117,s104,1,2,2,7,0,3,10.972,1
118,s104,1,2,2,8,0,3,15.25,1
119,s104,1,2,2,9,1,0,12.497,1
120,s104,1,2,2,10,0,3,13.672,1
121,s104,1,2,3,11,0,3,9.882,1
122,s104,1,2,3,12,0,3,9.652,1
123,s104,1,2,3,13,0,3,9.747,1
124,s104,1,2,3,14,0,3,9.676,1
125,s104,1,2,3,15,0,3,9.529,1
126,s104,1,2,4,16,0,3,10.491,1
127,s104,1,2,4,17,1,0,8.431,1
128,s104,1,2,4,18,0,3,10.774,1
129,s104,1,2,4,19,0,3,8.93,1
130,s104,1,2,4,20,0,3,10.247,1
131,s104,1,2,5,21,0,3,8.945,1
132,s104,1,2,5,22,0,3,8.809,1
133,s104,1,2,5,23,0,3,8.576,1
134,s104,1,2,5,24,0,3,10.184,1
135,s104,1,2,5,25,0,3,10.059,1
136,s104,1,3,1,1,3,3,9.403,1
137,s104,1,3,1,2,3,3,12.203,1
138,s104,1,3,1,3,3,3,9.272,1
139,s104,1,3,1,4,3,3,9.34,1
140,s104,1,3,1,5,3,3,8.937,1
141,s105,1,1,1,1,3,3,13.207,1
142,s105,1,1,1,2,,,,0
143,s105,1,1,1,3,3,3,10.76,1
144,s105,1,1,1,4,3,3,11.64,1
145,s105,1,1,1,5,3,3,18.627,1
146,s105,1,2,1,1,0,3,20.094,1
147,s105,1,2,1,2,0,3,13.685,1
148,s105,1,2,1,3,0,3,10.046,1
149,s105,1,2,1,4,0,3,10.206,1
150,s105,1,2,1,5,0,3,11.294,1
151,s105,1,2,2,6,0,3,12.152,1
152,s105,1,2,2,7,0,3,9.988,1
153,s105,1,2,2,8,0,3,11.973,1
154,s105,1,2,2,9,0,3,11.351,1
155,s105,1,2,2,10,0,3,8.993,1
156,s105,1,2,3,11,0,3,10.23,1
157,s105,1,2,3,12,0,3,11.065,1
158,s105,1,2,3,13,0,3,11.859,1
159,s105,1,2,3,14,0,3,9.067,1
160,s105,1,2,3,15,0,3,10.479,1
161,s105,1,2,4,16,0,3,10.309,1
162,s105,1,2,4,17,0,3,8.787,1
163,s105,1,2,4,18,0,3,9.098,1
164,s105,1,2,4,19,0,3,10.719,1
165,s105,1,2,4,20,0,3,8.915,1
166,s105,1,2,5,21,0,3,8.358,1
167,s105,1,2,5,22,0,3,10.978,1
168,s105,1,2,5,23,0,3,8.728,1
169,s105,1,2,5,24,0,3,11.832,1
170,s105,1,2,5,25,,,,0
171,s105,1,3,1,1,3,3,8.579,1
172,s105,1,3,1,2,3,3,8.973,1
173,s105,1,3,1,3,3,3,8.329,1
174,s105,1,3,1,4,3,3,8.214,1
175,s105,1,3,1,5,3,3,10.873,1
176,s106,1,1,1,1,3,3,19.665,1
177,s106,1,1,1,2,3,3,15.226,1
178,s106,1,1,1,3,3,3,17.043,1
179,s106,1,1,1,4,3,3,18.926,1
180,s106,1,1,1,5,3,3,16.723,1
181,s106,1,2,1,1,1,0,13.435,1
182,s106,1,2,1,2,0,3,11.9,1
183,s106,1,2,1,3,0,3,12.371,1
184,s106,1,2,1,4,0,3,13.542,1
185,s106,1,2,1,5,0,3,11.69,1
186,s106,1,2,2,6,0,3,10.554,1
187,s106,1,2,2,7,0,3,12.425,1
188,s106,1,2,2,8,0,3,10.755,1
189,s106,1,2,2,9,0,3,9.959,1
190,s106,1,2,2,10,0,3,10.555,1
191,s106,1,2,3,11,0,3,10.24,1
192,s106,1,2,3,12,0,3,11.275,1
193,s106,1,2,3,13,0,3,10.285,1
194,s106,1,2,3,14,0,3,10.263,1
195,s106,1,2,3,15,0,3,10.325,1
196,s106,1,2,4,16,0,3,9.394,1
197,s106,1,2,4,17,0,3,10.955,1
198,s106,1,2,4,18,0,3,10.155,1
199,s106,1,2,4,19,0,3,10.041,1
200,s106,1,2,4,20,0,3,10.065,1
201,s106,1,2,5,21,0,3,8.739,1
202,s106,1,2,5,22,0,3,10.93,1
203,s106,1,2,5,23,0,3,10.157,1
204,s106,1,2,5,24,0,3,9.657,1
205,s106,1,2,5,25,0,3,10.195,1
206,s106,1,3,1,1,3,3,12.645,1
207,s106,1,3,1,2,3,3,11.104,1
208,s106,1,3,1,3,3,3,10.463,1
209,s106,1,3,1,4,3,3,10.136,1
210,s106,1,3,1,5,3,3,10.823,1
211,s107,1,1,1,1,,,,0
212,s107,1,1,1,2,,,,0
213,s107,1,1,1,3,3,3,16.607,1
214,s107,1,1,1,4,3,3,13.237,1
215,s107,1,1,1,5,3,3,18.988,1
216,s107,1,2,1,1,1,1,15.973,1
217,s107,1,2,1,2,1,0,12.139,1
218,s107,1,2,1,3,0,3,12.245,1
219,s107,1,2,1,4,0,3,14.204,1
220,s107,1,2,1,5,0,3,12.296,1
221,s107,1,2,2,6,1,0,11.783,1
222,s107,1,2,2,7,0,3,10.827,1
223,s107,1,2,2,8,0,3,12.765,1
224,s107,1,2,2,9,0,3,12.657,1
225,s107,1,2,2,10,0,3,10.832,1
226,s107,1,2,3,11,0,3,14.44,1
227,s107,1,2,3,12,0,3,12.695,1
228,s107,1,2,3,13,0,3,11.775,1
229,s107,1,2,3,14,0,3,10.941,1
230,s107,1,2,3,15,0,3,11.935,1
231,s107,1,2,4,16,0,3,10.007,1
232,s107,1,2,4,17,0,3,11.509,1
233,s107,1,2,4,18,0,3,10.878,1
234,s107,1,2,4,19,0,3,10.951,1
235,s107,1,2,4,20,0,3,9.485,1
236,s107,1,2,5,21,0,3,12.482,1
237,s107,1,2,5,22,0,3,9.942,1
238,s107,1,2,5,23,0,3,9.968,1
239,s107,1,2,5,24,0,3,9.702,1
240,s107,1,2,5,25,0,3,10.123,1
241,s107,1,3,1,1,3,3,11.288,1
242,s107,1,3,1,2,3,3,10.669,1
243,s107,1,3,1,3,3,3,13.413,1
244,s107,1,3,1,4,3,3,10.516,1
245,s107,1,3,1,5,3,3,10.205,1
246,s108,1,1,1,1,3,3,23.401,1
247,s108,1,1,1,2,3,3,13.698,1
248,s108,1,1,1,3,3,3,11.636,1
249,s108,1,1,1,4,3,3,16.957,1
250,s108,1,1,1,5,3,3,11.677,1
251,s108,1,2,1,1,1,1,11.73,1
252,s108,1,2,1,2,0,3,13.262,1
253,s108,1,2,1,3,0,3,9.547,1
254,s108,1,2,1,4,0,3,9.881,1
255,s108,1,2,1,5,0,3,11.673,1
256,s108,1,2,2,6,1,0,9.247,1
257,s108,1,2,2,7,0,3,7.945,1
258,s108,1,2,2,8,0,3,15.919,1
259,s108,1,2,2,9,0,3,9.222,1
260,s108,1,2,2,10,0,3,9.122,1
261,s108,1,2,3,11,0,3,9.147,1
262,s108,1,2,3,12,0,3,7.865,1
263,s108,1,2,3,13,0,3,8.641,1
264,s108,1,2,3,14,0,3,8.159,1
265,s108,1,2,3,15,0,3,11.308,1
266,s108,1,2,4,16,1,1,7.735,1
267,s108,1,2,4,17,0,3,8.786,1
268,s108,1,2,4,18,0,3,7.799,1
269,s108,1,2,4,19,0,3,12.403,1
270,s108,1,2,4,20,0,3,10.442,1
271,s108,1,2,5,21,0,3,8.844,1
272,s108,1,2,5,22,0,3,14.031,1
273,s108,1,2,5,23,1,0,10.612,1
274,s108,1,2,5,24,0,3,9.137,1
275,s108,1,2,5,25,0,3,10.357,1
276,s108,1,3,1,1,3,3,12.573,1
277,s108,1,3,1,2,3,3,9.169,1
278,s108,1,3,1,3,3,3,9.196,1
279,s108,1,3,1,4,3,3,9.216,1
280,s108,1,3,1,5,3,3,14.548,1
281,s109,1,1,1,1,3,3,14.549,1
282,s109,1,1,1,2,3,3,11.531,1
283,s109,1,1,1,3,3,3,12.324,1
284,s109,1,1,1,4,3,3,9.671,1
285,s109,1,1,1,5,3,3,14.178,1
286,s109,1,2,1,1,1,0,6.555,1
287,s109,1,2,1,2,,,,0
288,s109,1,2,1,3,0,3,10.015,1
289,s109,1,2,1,4,0,3,7.618,1
290,s109,1,2,1,5,0,3,9.644,1
291,s109,1,2,2,6,0,3,8.36,1
292,s109,1,2,2,7,0,3,7.864,1
293,s109,1,2,2,8,0,3,10.566,1
294,s109,1,2,2,9,0,3,30.851,1
295,s109,1,2,2,10,0,3,10.62,1
296,s109,1,2,3,11,0,3,13,1
297,s109,1,2,3,12,,,,0
298,s109,1,2,3,13,0,3,8.873,1
299,s109,1,2,3,14,0,3,10.212,1
300,s109,1,2,3,15,0,3,7.724,1
301,s109,1,2,4,16,0,3,7.677,1
302,s109,1,2,4,17,0,3,20.087,1
303,s109,1,2,4,18,0,3,8.168,1
304,s109,1,2,4,19,0,3,10.11,1
305,s109,1,2,4,20,0,3,8.304,1
306,s109,1,2,5,21,0,3,8.026,1
307,s109,1,2,5,22,0,3,8.197,1
308,s109,1,2,5,23,0,3,7.941,1
309,s109,1,2,5,24,0,3,8.945,1
310,s109,1,2,5,25,0,3,7.208,1
311,s109,1,3,1,1,3,3,8.552,1
312,s109,1,3,1,2,3,3,7.792,1
313,s109,1,3,1,3,3,3,15.568,1
314,s109,1,3,1,4,3,3,12.189,1
315,s109,1,3,1,5,3,3,8.207,1
316,s110,1,1,1,1,,,,0
317,s110,1,1,1,2,3,3,16.396,1
318,s110,1,1,1,3,3,3,11.894,1
319,s110,1,1,1,4,3,3,12.299,1
320,s110,1,1,1,5,3,3,12.482,1
321,s110,1,2,1,1,0,3,12.309,1
322,s110,1,2,1,2,0,3,10.863,1
323,s110,1,2,1,3,1,0,10.056,1
324,s110,1,2,1,4,0,3,13.399,1
325,s110,1,2,1,5,0,3,15.806,1
326,s110,1,2,2,6,1,0,13.259,1
327,s110,1,2,2,7,0,3,13.722,1
328,s110,1,2,2,8,0,3,13.767,1
329,s110,1,2,2,9,0,3,17.36,1
330,s110,1,2,2,10,0,3,8.562,1
331,s110,1,2,3,11,0,3,9.652,1
332,s110,1,2,3,12,1,0,8.027,1
333,s110,1,2,3,13,0,3,10.046,1
334,s110,1,2,3,14,0,3,11.296,1
335,s110,1,2,3,15,1,0,9.089,1
336,s110,1,2,4,16,1,0,11.642,1
337,s110,1,2,4,17,0,3,9.957,1
338,s110,1,2,4,18,,,,0
339,s110,1,2,4,19,0,3,12.237,1
340,s110,1,2,4,20,1,0,11.061,1
341,s110,1,2,5,21,0,3,12.063,1
342,s110,1,2,5,22,0,3,10.928,1
343,s110,1,2,5,23,0,3,11.007,1
344,s110,1,2,5,24,1,0,10.594,1
345,s110,1,2,5,25,0,3,9.635,1
346,s110,1,3,1,1,3,3,14.473,1
347,s110,1,3,1,2,3,3,11.449,1
348,s110,1,3,1,3,3,3,11.875,1
349,s110,1,3,1,4,3,3,11.754,1
350,s110,1,3,1,5,3,3,11.09,1
351,s111,1,1,1,1,3,3,16.735,1
352,s111,1,1,1,2,3,3,10.733,1
353,s111,1,1,1,3,3,3,11.063,1
354,s111,1,1,1,4,3,3,12.283,1
355,s111,1,1,1,5,3,3,10.174,1
356,s111,1,2,1,1,1,1,13.418,1
357,s111,1,2,1,2,1,0,10.902,1
358,s111,1,2,1,3,0,3,9.21,1
359,s111,1,2,1,4,0,3,11.298,1
360,s111,1,2,1,5,0,3,12.904,1
361,s111,1,2,2,6,1,0,13.972,1
362,s111,1,2,2,7,1,0,9.334,1
363,s111,1,2,2,8,0,3,33.733,1
364,s111,1,2,2,9,0,3,10.549,1
365,s111,1,2,2,10,0,3,8.484,1
366,s111,1,2,3,11,0,3,9.785,1
367,s111,1,2,3,12,0,3,8.602,1
368,s111,1,2,3,13,0,3,8.605,1
369,s111,1,2,3,14,1,0,11.197,1
370,s111,1,2,3,15,0,3,8.588,1
371,s111,1,2,4,16,0,3,9.789,1
372,s111,1,2,4,17,0,3,8.776,1
373,s111,1,2,4,18,0,3,7.678,1
374,s111,1,2,4,19,0,3,9.785,1
375,s111,1,2,4,20,0,3,7.854,1
376,s111,1,2,5,21,0,3,7.827,1
377,s111,1,2,5,22,0,3,11.443,1
378,s111,1,2,5,23,0,3,9.258,1
379,s111,1,2,5,24,1,0,10.108,1
380,s111,1,2,5,25,0,3,8.067,1
381,s111,1,3,1,1,3,3,9.75,1
382,s111,1,3,1,2,3,3,9.048,1
383,s111,1,3,1,3,3,3,8.453,1
384,s111,1,3,1,4,3,3,9.514,1
385,s111,1,3,1,5,3,3,10.376,1
386,s112,1,1,1,1,3,3,23.519,1
387,s112,1,1,1,2,3,3,13.42,1
388,s112,1,1,1,3,3,3,12.782,1
389,s112,1,1,1,4,3,3,11.923,1
390,s112,1,1,1,5,3,3,16.215,1
391,s112,1,2,1,1,0,3,14.676,1
392,s112,1,2,1,2,1,0,14.279,1
393,s112,1,2,1,3,0,3,12.854,1
394,s112,1,2,1,4,0,3,10.446,1
395,s112,1,2,1,5,0,3,10.922,1
396,s112,1,2,2,6,0,3,10.781,1
397,s112,1,2,2,7,1,1,12.192,1
398,s112,1,2,2,8,0,3,9.747,1
399,s112,1,2,2,9,0,3,10.154,1
400,s112,1,2,2,10,0,3,11.881,1
401,s112,1,2,3,11,0,3,8.837,1
402,s112,1,2,3,12,0,3,11.188,1
403,s112,1,2,3,13,0,3,9.656,1
404,s112,1,2,3,14,0,3,10.993,1
405,s112,1,2,3,15,0,3,8.281,1
406,s112,1,2,4,16,0,3,9.453,1
407,s112,1,2,4,17,0,3,10.664,1
408,s112,1,2,4,18,0,3,10.236,1
409,s112,1,2,4,19,0,3,11.296,1
410,s112,1,2,4,20,0,3,8.328,1
411,s112,1,2,5,21,0,3,12.592,1
412,s112,1,2,5,22,1,0,11.308,1
413,s112,1,2,5,23,0,3,12.33,1
414,s112,1,2,5,24,0,3,8.821,1
415,s112,1,2,5,25,0,3,7.635,1
416,s112,1,3,1,1,3,3,11.258,1
417,s112,1,3,1,2,3,3,9.401,1
418,s112,1,3,1,3,3,3,9.892,1
419,s112,1,3,1,4,3,3,9.283,1
420,s112,1,3,1,5,3,3,11.413,1
421,s113,1,1,1,1,3,3,17.267,1
422,s113,1,1,1,2,3,3,14.135,1
423,s113,1,1,1,3,3,3,14.303,1
424,s113,1,1,1,4,3,3,11.72,1
425,s113,1,1,1,5,3,3,15.729,1
426,s113,1,2,1,1,1,1,12.401,1
427,s113,1,2,1,2,1,0,12.97,1
428,s113,1,2,1,3,1,0,10.907,1
429,s113,1,2,1,4,0,3,10.733,1
430,s113,1,2,1,5,0,3,8.259,1
431,s113,1,2,2,6,0,3,11.582,1
432,s113,1,2,2,7,0,3,8.841,1
433,s113,1,2,2,8,0,3,7.675,1
434,s113,1,2,2,9,0,3,8.2,1
435,s113,1,2,2,10,0,3,9.549,1
436,s113,1,2,3,11,0,3,8.337,1
437,s113,1,2,3,12,0,3,8.464,1
438,s113,1,2,3,13,0,3,11.016,1
439,s113,1,2,3,14,1,0,8.589,1
440,s113,1,2,3,15,0,3,10.655,1
441,s113,1,2,4,16,0,3,9.604,1
442,s113,1,2,4,17,0,3,8.804,1
443,s113,1,2,4,18,0,3,10.751,1
444,s113,1,2,4,19,0,3,8.183,1
445,s113,1,2,4,20,1,0,7.746,1
446,s113,1,2,5,21,0,3,8.926,1
447,s113,1,2,5,22,0,3,7.277,1
448,s113,1,2,5,23,0,3,7.766,1
449,s113,1,2,5,24,0,3,8.031,1
450,s113,1,2,5,25,0,3,7.858,1
451,s113,1,3,1,1,3,3,8.864,1
452,s113,1,3,1,2,3,3,10.215,1
453,s113,1,3,1,3,3,3,8.343,1
454,s113,1,3,1,4,3,3,7.761,1
455,s113,1,3,1,5,3,3,6.893,1
456,s114,1,1,1,1,3,3,15.467,1
457,s114,1,1,1,2,3,3,12.862,1
458,s114,1,1,1,3,3,3,11.91,1
459,s114,1,1,1,4,3,3,11.083,1
460,s114,1,1,1,5,3,3,12.947,1
461,s114,1,2,1,1,0,3,15.854,1
462,s114,1,2,1,2,0,3,14.321,1
463,s114,1,2,1,3,0,3,11.31,1
464,s114,1,2,1,4,0,3,12.746,1
465,s114,1,2,1,5,0,3,10.688,1
466,s114,1,2,2,6,0,3,11.511,1
467,s114,1,2,2,7,0,3,11.527,1
468,s114,1,2,2,8,0,3,10.739,1
469,s114,1,2,2,9,0,3,10.129,1
470,s114,1,2,2,10,0,3,11.627,1
471,s114,1,2,3,11,0,3,11.548,1
472,s114,1,2,3,12,0,3,9.202,1
473,s114,1,2,3,13,0,3,9.558,1
474,s114,1,2,3,14,0,3,9.1,1
475,s114,1,2,3,15,0,3,10.357,1
476,s114,1,2,4,16,0,3,11.88,1
477,s114,1,2,4,17,0,3,8.496,1
478,s114,1,2,4,18,0,3,8.461,1
479,s114,1,2,4,19,0,3,9.116,1
480,s114,1,2,4,20,0,3,8.738,1
481,s114,1,2,5,21,0,3,12.985,1
482,s114,1,2,5,22,0,3,11.18,1
483,s114,1,2,5,23,0,3,11.965,1
484,s114,1,2,5,24,0,3,9.741,1
485,s114,1,2,5,25,0,3,8.245,1
486,s114,1,3,1,1,3,3,9.916,1
487,s114,1,3,1,2,3,3,9.032,1
488,s114,1,3,1,3,3,3,12.607,1
489,s114,1,3,1,4,3,3,9.68,1
490,s114,1,3,1,5,3,3,11.755,1
491,s115,1,1,1,1,3,3,15.766,1
492,s115,1,1,1,2,3,3,14.548,1
493,s115,1,1,1,3,3,3,10.681,1
494,s115,1,1,1,4,3,3,13.031,1
495,s115,1,1,1,5,,,,0
496,s115,1,2,1,1,1,0,13.983,1
497,s115,1,2,1,2,0,3,13.728,1
498,s115,1,2,1,3,0,3,10.359,1
499,s115,1,2,1,4,0,3,10.134,1
500,s115,1,2,1,5,0,3,11.136,1
501,s115,1,2,2,6,1,1,9.879,1
502,s115,1,2,2,7,1,0,9.548,1
503,s115,1,2,2,8,0,3,12.048,1
504,s115,1,2,2,9,0,3,8.822,1
505,s115,1,2,2,10,0,3,10.844,1
506,s115,1,2,3,11,0,3,9.588,1
507,s115,1,2,3,12,0,3,9.382,1
508,s115,1,2,3,13,0,3,10.51,1
509,s115,1,2,3,14,0,3,10.295,1
510,s115,1,2,3,15,0,3,8.436,1
511,s115,1,2,4,16,0,3,7.957,1
512,s115,1,2,4,17,0,3,8.218,1
513,s115,1,2,4,18,0,3,8.401,1
514,s115,1,2,4,19,1,0,10.556,1
515,s115,1,2,4,20,0,3,8.039,1
516,s115,1,2,5,21,0,3,8.293,1
517,s115,1,2,5,22,0,3,8.825,1
518,s115,1,2,5,23,0,3,10.206,1
519,s115,1,2,5,24,0,3,7.775,1
520,s115,1,2,5,25,0,3,11.376,1
521,s115,1,3,1,1,3,3,11.027,1
522,s115,1,3,1,2,3,3,9.771,1
523,s115,1,3,1,3,3,3,8.555,1
524,s115,1,3,1,4,3,3,10.153,1
525,s115,1,3,1,5,3,3,12.313,1
526,s116,1,1,1,1,3,3,17.871,1
527,s116,1,1,1,2,3,3,13.369,1
528,s116,1,1,1,3,3,3,13.899,1
529,s116,1,1,1,4,3,3,13.335,1
530,s116,1,1,1,5,3,3,15.684,1
531,s116,1,2,1,1,,,,0
532,s116,1,2,1,2,0,3,10.6,1
533,s116,1,2,1,3,0,3,9.882,1
534,s116,1,2,1,4,0,3,10.091,1
535,s116,1,2,1,5,1,0,10.25,1
536,s116,1,2,2,6,0,3,9.048,1
537,s116,1,2,2,7,0,3,9.505,1
538,s116,1,2,2,8,0,3,11.69,1
539,s116,1,2,2,9,0,3,13.169,1
540,s116,1,2,2,10,0,3,10.657,1
541,s116,1,2,3,11,0,3,9.581,1
542,s116,1,2,3,12,0,3,7.94,1
543,s116,1,2,3,13,0,3,10.459,1
544,s116,1,2,3,14,0,3,9.499,1
545,s116,1,2,3,15,0,3,9.845,1
546,s116,1,2,4,16,0,3,8.073,1
547,s116,1,2,4,17,0,3,8.637,1
548,s116,1,2,4,18,0,3,8.576,1
549,s116,1,2,4,19,0,3,8.652,1
550,s116,1,2,4,20,0,3,7.468,1
551,s116,1,2,5,21,0,3,8.035,1
552,s116,1,2,5,22,0,3,7.911,1
553,s116,1,2,5,23,0,3,7.788,1
554,s116,1,2,5,24,0,3,8.982,1
555,s116,1,2,5,25,0,3,8.227,1
556,s116,1,3,1,1,3,3,7.433,1
557,s116,1,3,1,2,3,3,8.656,1
558,s116,1,3,1,3,3,3,8.776,1
559,s116,1,3,1,4,3,3,10.701,1
560,s116,1,3,1,5,3,3,10.442,1
561,s117,1,1,1,1,3,3,12.929,1
562,s117,1,1,1,2,3,3,12.519,1
563,s117,1,1,1,3,,,,0
564,s117,1,1,1,4,3,3,12.569,1
565,s117,1,1,1,5,3,3,10.09,1
566,s117,1,2,1,1,0,3,10.359,1
567,s117,1,2,1,2,0,3,9.751,1
568,s117,1,2,1,3,0,3,9.629,1
569,s117,1,2,1,4,0,3,9.05,1
570,s117,1,2,1,5,0,3,11.888,1
571,s117,1,2,2,6,0,3,10.296,1
572,s117,1,2,2,7,0,3,8.548,1
573,s117,1,2,2,8,0,3,8.418,1
574,s117,1,2,2,9,0,3,7.589,1
575,s117,1,2,2,10,0,3,7.212,1
576,s117,1,2,3,11,0,3,9.458,1
577,s117,1,2,3,12,0,3,7.475,1
578,s117,1,2,3,13,0,3,8.912,1
579,s117,1,2,3,14,0,3,10.027,1
580,s117,1,2,3,15,0,3,9.798,1
581,s117,1,2,4,16,0,3,9.89,1
582,s117,1,2,4,17,0,3,7.995,1
583,s117,1,2,4,18,0,3,7.768,1
584,s117,1,2,4,19,0,3,10.681,1
585,s117,1,2,4,20,0,3,9.675,1
586,s117,1,2,5,21,,,,0
587,s117,1,2,5,22,0,3,7.82,1
588,s117,1,2,5,23,0,3,8.392,1
589,s117,1,2,5,24,0,3,8.475,1
590,s117,1,2,5,25,0,3,9.803,1
591,s117,1,3,1,1,3,3,9.825,1
592,s117,1,3,1,2,3,3,8.419,1
593,s117,1,3,1,3,3,3,7.72,1
594,s117,1,3,1,4,3,3,8.619,1
595,s117,1,3,1,5,3,3,9.827,1
596,s118,1,1,1,1,3,3,23.046,1
597,s118,1,1,1,2,3,3,22.531,1
598,s118,1,1,1,3,3,3,18.467,1
599,s118,1,1,1,4,3,3,18.786,1
600,s118,1,1,1,5,3,3,17.021,1
601,s118,1,2,1,1,1,1,17.456,1
602,s118,1,2,1,2,0,3,14.965,1
603,s118,1,2,1,3,1,0,21.511,1
604,s118,1,2,1,4,0,3,16.611,1
605,s118,1,2,1,5,0,3,13.677,1
606,s118,1,2,2,6,0,3,15.4,1
607,s118,1,2,2,7,0,3,14.328,1
608,s118,1,2,2,8,1,1,14.274,1
609,s118,1,2,2,9,0,3,15.588,1
610,s118,1,2,2,10,0,3,12.866,1
